"speciesKey"	"species"	"scientificName"	"decimalLongitude"	"decimalLatitude"	"basisOfRecord"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.746489	-18.854825	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.623542	-14.75199	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.77777	-19.222799	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.936667	-22.207222	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	25.181007	-20.529198	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	23.650508	-18.484558	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.276703	-24.55212	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.943316	-24.399313	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	23.352222	-19.239722	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.120452	-24.843868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.721243	-24.246286	"HUMAN_OBSERVATION"
2433502	"Proteles cristata"	"Proteles cristata (Sparrman, 1783)"	29.107222	-22.129444	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.346447	-22.444167	"HUMAN_OBSERVATION"
2433502	"Proteles cristata"	"Proteles cristata (Sparrman, 1783)"	25.08256	-20.416775	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.424254	-24.10963	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	25.9156	-16.282917	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.778641	-13.094509	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.158365	-24.438853	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.333333	-23.424167	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.670776	-24.748001	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.63062	-24.24736	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	26.19553	-24.80899	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.733935	-24.059654	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.957149	-24.320184	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.136498	-24.328797	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	26.28543	-24.85137	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	15.690308	-24.586315	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	17.049408	-18.8816	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	28.9925	-22.276667	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	26.28543	-24.85137	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.957149	-24.320184	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.009748	-24.341684	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.634357	-24.192962	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.301	-22.354	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.023431	-22.694594	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.446583	-24.468683	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.417901	-21.669792	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	26.404383	-24.763083	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.599653	-24.145818	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.683208	-24.938755	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	16.56	-18.49	"HUMAN_OBSERVATION"
5218777	"Hyaena hyaena"	"Hyaena hyaena (Linnaeus, 1758)"	10.528	9.951	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.823606	-24.398667	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.650633	-14.622548	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	16.259766	-19.05798	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	16.651602	-20.834028	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.623333	-23.838056	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.9925	-22.276667	"HUMAN_OBSERVATION"
2433502	"Proteles cristata"	"Proteles cristata (Sparrman, 1783)"	28.902222	-22.129444	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.925508	-24.488598	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	15.73819	-19.097679	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	17.35386	-19.728799	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	10.5111	9.75296	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.55253	-24.10343	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.120452	-24.843868	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.219756	-24.182572	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.640056	-14.71025	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	28.9925	-22.276667	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.321847	-22.411525	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	27.957222	-23.823611	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.971504	-24.313242	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.717529	-24.950655	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.298333	-22.467778	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.76	-13.088333	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.781479	-24.478063	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	25.826681	-20.894273	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.594028	-24.150397	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.120452	-24.843868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	15.970163	-19.16178	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	29.36079	-15.723408	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.634357	-24.192962	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	25.213435	-20.542564	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	34.413076	-2.124954	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	29.102222	-22.129444	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.868591	-24.781747	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.74193	-23.996198	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	27.743654	-23.776982	"HUMAN_OBSERVATION"
2433502	"Proteles cristata"	"Proteles cristata (Sparrman, 1783)"	25.212714	-20.529926	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	26.28545	-24.85136	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.126667	-24.356667	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.136498	-24.328797	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.777778	-13.053333	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	27.065763	-18.852056	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	16.662655	-20.846685	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.894285	-24.845853	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	29.299389	-15.736611	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.240568	-24.229477	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.570746	-24.125018	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	35.106597	-1.482989	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	35.192939	-1.457397	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.212778	-6.904722	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	37.465706	0.232114	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	10.515	9.748	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.083241	-24.538394	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.120452	-24.843868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.973966	-24.328569	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	29.301	-22.354	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.783447	-24.389629	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.818131	-24.39645	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.330601	-22.267186	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.132516	-24.493804	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	16.1924	-19.2054	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.695775	-24.978141	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.313056	-22.439722	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.91361	-21.284036	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	35.210422	-1.481119	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.560974	-23.771521	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.4417	-24.82135	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.721492	-24.052406	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	29.102222	-22.129444	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.325728	-22.429567	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.858733	-18.990528	"HUMAN_OBSERVATION"
2433502	"Proteles cristata"	"Proteles cristata (Sparrman, 1783)"	27.923171	-24.737485	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	30.665417	-24.297823	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	30.632	-24.26625	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	35.186216	-1.451618	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.413482	-24.549119	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.639917	-14.710611	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.58226	-24.673962	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	37.920741	-7.673596	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	28.120452	-24.843868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	34.972916	-1.363935	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.523479	-22.999955	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.432877	-24.500002	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	25.162747	-20.474141	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.510162	-24.653216	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	34.61088	-2.120348	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	36.083179	-0.402248	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.171111	-6.904444	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	36.096111	-0.482778	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	31.417569	-24.806139	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	22.922686	-19.299486	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	16.319332	-19.02577	"HUMAN_OBSERVATION"
5218780	"Hyaena brunnea"	"Parahyaena brunnea (Thunberg, 1820)"	29.216898	-22.310868	"HUMAN_OBSERVATION"
5218781	"Crocuta crocuta"	"Crocuta crocuta (Erxleben, 1777)"	26.740739	-18.82987	"HUMAN_OBSERVATION"
